snapshot_date,vehicle_id,vehicle_slug,vehicle_name,vehicle_url,index_type,index_type_code,index_role,index_role_code,index_country,index_mode,index_rank,index_battles,index_win_rate,index_efficiency,search,pic,pulled_at
2026-08-28,3289,sw_strv_122b_plus,Strv 122B+,https://thunderskill.com/en/vehicle/sw_strv_122b_plus,Ground forces,2,Medium Tank,medium_tank,SWEDEN,R,8,523,62.55903225806452,72.57935483870966,Strv 122B+ sw_strv_122b_plus Medium Tank,https://thunderskill.com/vehimgs/sw_strv_122b_plus.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1292,ussr_t_44,T-44,https://thunderskill.com/en/vehicle/ussr_t_44,Ground forces,2,Medium Tank,medium_tank,USSR,R,4,523,43.37,60.04645161290322,T-44 ussr_t_44 Medium Tank,https://thunderskill.com/vehimgs/ussr_t_44.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2571,us_m60a3_tts,M60A3 TTS,https://thunderskill.com/en/vehicle/us_m60a3_tts,Ground forces,2,Medium Tank,medium_tank,USA,R,6,515,43.993870967741955,57.04225806451612,M60A3 TTS us_m60a3_tts Medium Tank,https://thunderskill.com/vehimgs/us_m60a3_tts.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2429,germ_flakpanzer_IV_Ostwind_2,Ostwind II,https://thunderskill.com/en/vehicle/germ_flakpanzer_IV_Ostwind_2,Ground forces,2,SPAA,spaa,GERMANY,R,4,513,27.417419354838717,41.27935483870968,Ostwind II germ_flakpanzer_IV_Ostwind_2 SPAA,https://thunderskill.com/vehimgs/germ_flakpanzer_iv_ostwind_2.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2853,jp_m47_patton_II,M47,https://thunderskill.com/en/vehicle/jp_m47_patton_II,Ground forces,2,Medium Tank,medium_tank,JAPAN,R,5,512,81.1216129032258,67.56838709677417,M47 jp_m47_patton_II Medium Tank,https://thunderskill.com/vehimgs/jp_m47_patton_ii.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2629,sw_lvkv_90c,Lvkv 9040C,https://thunderskill.com/en/vehicle/sw_lvkv_90c,Ground forces,2,SPAA,spaa,SWEDEN,R,7,509,45.9983870967742,70.13322580645163,Lvkv 9040C sw_lvkv_90c SPAA,https://thunderskill.com/vehimgs/sw_lvkv_90c.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1559,ussr_bt_5,BT-5,https://thunderskill.com/en/vehicle/ussr_bt_5,Ground forces,2,Light Tank,light_tank,USSR,R,1,509,51.84322580645161,59.761290322580635,BT-5 ussr_bt_5 Light Tank,https://thunderskill.com/vehimgs/ussr_bt_5.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1209,germ_flakpanzer_V_Coelian,Flakpanzer 341,https://thunderskill.com/en/vehicle/germ_flakpanzer_V_Coelian,Ground forces,2,SPAA,spaa,GERMANY,R,4,506,58.80967741935482,76.80935483870968,Flakpanzer 341 germ_flakpanzer_V_Coelian SPAA,https://thunderskill.com/vehimgs/germ_flakpanzer_v_coelian.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2510,germ_mkpz_m48a2c,M48A2 C,https://thunderskill.com/en/vehicle/germ_mkpz_m48a2c,Ground forces,2,Medium Tank,medium_tank,GERMANY,R,5,502,35.91483870967742,47.435806451612905,M48A2 C germ_mkpz_m48a2c Medium Tank,https://thunderskill.com/vehimgs/germ_mkpz_m48a2c.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2162,ussr_t_55_am,T-55AM-1,https://thunderskill.com/en/vehicle/ussr_t_55_am,Ground forces,2,Medium Tank,medium_tank,USSR,R,6,497,43.60774193548387,59.08870967741936,T-55AM-1 ussr_t_55_am Medium Tank,https://thunderskill.com/vehimgs/ussr_t_55_am.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2612,germ_radpanzer_90,Radkampfwagen 90,https://thunderskill.com/en/vehicle/germ_radpanzer_90,Ground forces,2,Light Tank,light_tank,GERMANY,R,7,497,52.60096774193549,55.94870967741936,Radkampfwagen 90 germ_radpanzer_90 Light Tank,https://thunderskill.com/vehimgs/germ_radpanzer_90.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1543,uk_a_22f_mk_7_churchill_1944,Churchill VII,https://thunderskill.com/en/vehicle/uk_a_22f_mk_7_churchill_1944,Ground forces,2,Heavy Tank,heavy_tank,BRITAIN,R,3,493,73.13870967741936,86.21903225806453,Churchill VII uk_a_22f_mk_7_churchill_1944 Heavy Tank,https://thunderskill.com/vehimgs/uk_a_22f_mk_7_churchill_1944.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2958,il_merkava_mk_2d,Merkava Mk.2D,https://thunderskill.com/en/vehicle/il_merkava_mk_2d,Ground forces,2,Medium Tank,medium_tank,ISRAEL,R,6,490,53.51193548387096,79.2825806451613,Merkava Mk.2D il_merkava_mk_2d Medium Tank,https://thunderskill.com/vehimgs/il_merkava_mk_2d.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,3108,sw_leopard_2a4_fin,Leopard 2A4,https://thunderskill.com/en/vehicle/sw_leopard_2a4_fin,Ground forces,2,Medium Tank,medium_tank,SWEDEN,R,7,490,47.07419354838708,65.71387096774194,Leopard 2A4 sw_leopard_2a4_fin Medium Tank,https://thunderskill.com/vehimgs/sw_leopard_2a4_fin.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2563,sw_sav_fm48,SAV 20.12.48,https://thunderskill.com/en/vehicle/sw_sav_fm48,Ground forces,2,Tank Destroyer,tank_destroyer,SWEDEN,R,3,488,48.29935483870967,76.82000000000001,SAV 20.12.48 sw_sav_fm48 Tank Destroyer,https://thunderskill.com/vehimgs/sw_sav_fm48.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1964,uk_vickers_mbt_mk_1,Vickers Mk.1,https://thunderskill.com/en/vehicle/uk_vickers_mbt_mk_1,Ground forces,2,Medium Tank,medium_tank,BRITAIN,R,5,486,55.68483870967742,67.49290322580644,Vickers Mk.1 uk_vickers_mbt_mk_1 Medium Tank,https://thunderskill.com/vehimgs/uk_vickers_mbt_mk_1.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1983,us_m60a1_rise_passive_era,M60A1 RISE (P),https://thunderskill.com/en/vehicle/us_m60a1_rise_passive_era,Ground forces,2,Medium Tank,medium_tank,USA,R,6,483,56.983548387096775,67.81645161290322,M60A1 RISE (P) us_m60a1_rise_passive_era Medium Tank,https://thunderskill.com/vehimgs/us_m60a1_rise_passive_era.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1894,jp_m41_walker_bulldog,M41A1,https://thunderskill.com/en/vehicle/jp_m41_walker_bulldog,Ground forces,2,Light Tank,light_tank,JAPAN,R,4,477,68.00096774193551,60.080645161290306,M41A1 jp_m41_walker_bulldog Light Tank,https://thunderskill.com/vehimgs/jp_m41_walker_bulldog.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,3291,jp_type_99,Type 99,https://thunderskill.com/en/vehicle/jp_type_99,Ground forces,2,Tank Destroyer,tank_destroyer,JAPAN,R,5,473,74.74870967741934,67.86225806451611,Type 99 jp_type_99 Tank Destroyer,https://thunderskill.com/vehimgs/jp_type_99.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2312,us_m3_bradley,M3 Bradley,https://thunderskill.com/en/vehicle/us_m3_bradley,Ground forces,2,Light Tank,light_tank,USA,R,6,473,57.73096774193547,51.098387096774196,M3 Bradley us_m3_bradley Light Tank,https://thunderskill.com/vehimgs/us_m3_bradley.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1648,germ_pzkpfw_V_ausf_f_panther,Panther F,https://thunderskill.com/en/vehicle/germ_pzkpfw_V_ausf_f_panther,Ground forces,2,Medium Tank,medium_tank,GERMANY,R,4,464,44.082580645161286,58.072258064516134,Panther F germ_pzkpfw_V_ausf_f_panther Medium Tank,https://thunderskill.com/vehimgs/germ_pzkpfw_v_ausf_f_panther.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,3054,us_m36b2,M36B2,https://thunderskill.com/en/vehicle/us_m36b2,Ground forces,2,Tank Destroyer,tank_destroyer,USA,R,3,462,57.04483870967743,63.73806451612902,M36B2 us_m36b2 Tank Destroyer,https://thunderskill.com/vehimgs/us_m36b2.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,1861,jp_type_5_chi_ri,Chi-Ri II,https://thunderskill.com/en/vehicle/jp_type_5_chi_ri,Ground forces,2,Medium Tank,medium_tank,JAPAN,R,3,461,65.22870967741936,62.66000000000002,Chi-Ri II jp_type_5_chi_ri Medium Tank,https://thunderskill.com/vehimgs/jp_type_5_chi_ri.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,3262,ussr_object_775,Object 775,https://thunderskill.com/en/vehicle/ussr_object_775,Ground forces,2,Missile Tank,tank_destroyer,USSR,R,6,459,48.328709677419354,65.26548387096774,Object 775 ussr_object_775 Missile Tank,https://thunderskill.com/vehimgs/ussr_object_775.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2303,it_fiat_6614_106sr,FIAT 6614,https://thunderskill.com/en/vehicle/it_fiat_6614_106sr,Ground forces,2,Light Tank,light_tank,ITALY,R,4,458,69.01870967741937,60.187096774193556,FIAT 6614 it_fiat_6614_106sr Light Tank,https://thunderskill.com/vehimgs/it_fiat_6614_106sr.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,2111,ussr_t_64_b_1984,T-64B,https://thunderskill.com/en/vehicle/ussr_t_64_b_1984,Ground forces,2,Medium Tank,medium_tank,USSR,R,6,458,48.41709677419355,57.52516129032257,T-64B ussr_t_64_b_1984 Medium Tank,https://thunderskill.com/vehimgs/ussr_t_64_b_1984.png,2026-08-28T10:00:05.904131+00:00
2026-08-28,3273,sw_pbv_501,Pbv 501,https://thunderskill.com/en/vehicle/sw_pbv_501,Ground forces,2,Light Tank,light_tank,SWEDEN,R,4,455,42.17806451612904,39.63935483870969,Pbv 501 sw_pbv_501 Light Tank,https://thunderskill.com/vehimgs/sw_pbv_501.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2978,uk_challenger_2_bn,Black Night,https://thunderskill.com/en/vehicle/uk_challenger_2_bn,Ground forces,2,Medium Tank,medium_tank,BRITAIN,R,8,446,66.60870967741936,64.02451612903224,Black Night uk_challenger_2_bn Medium Tank,https://thunderskill.com/vehimgs/uk_challenger_2_bn.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1697,ussr_is_2_1944,IS-2 (1944),https://thunderskill.com/en/vehicle/ussr_is_2_1944,Ground forces,2,Heavy Tank,heavy_tank,USSR,R,4,444,41.35225806451613,60.55064516129032,IS-2 (1944) ussr_is_2_1944 Heavy Tank,https://thunderskill.com/vehimgs/ussr_is_2_1944.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1473,us_m4a3e2_sherman_jumbo,M4A3E2,https://thunderskill.com/en/vehicle/us_m4a3e2_sherman_jumbo,Ground forces,2,Heavy Tank,heavy_tank,USA,R,3,443,63.93709677419354,66.19612903225806,M4A3E2 us_m4a3e2_sherman_jumbo Heavy Tank,https://thunderskill.com/vehimgs/us_m4a3e2_sherman_jumbo.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2707,germ_thyssen_henschel_tam_2c,TAM 2C,https://thunderskill.com/en/vehicle/germ_thyssen_henschel_tam_2c,Ground forces,2,Light Tank,light_tank,GERMANY,R,7,441,53.29516129032259,45.237419354838714,TAM 2C germ_thyssen_henschel_tam_2c Light Tank,https://thunderskill.com/vehimgs/germ_thyssen_henschel_tam_2c.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2589,ussr_t_72b,T-72B,https://thunderskill.com/en/vehicle/ussr_t_72b,Ground forces,2,Medium Tank,medium_tank,USSR,R,7,440,42.73322580645163,55.639032258064496,T-72B ussr_t_72b Medium Tank,https://thunderskill.com/vehimgs/ussr_t_72b.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2990,sw_strv_105,Strv 105,https://thunderskill.com/en/vehicle/sw_strv_105,Ground forces,2,Medium Tank,medium_tank,SWEDEN,R,6,436,56.845161290322565,66.14709677419354,Strv 105 sw_strv_105 Medium Tank,https://thunderskill.com/vehimgs/sw_strv_105.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1910,us_t14,T14,https://thunderskill.com/en/vehicle/us_t14,Ground forces,2,Heavy Tank,heavy_tank,USA,R,3,435,66.05161290322583,82.63354838709675,T14 us_t14 Heavy Tank,https://thunderskill.com/vehimgs/us_t14.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3691,uk_challenger_2_megatron_sm,◍Challenger 2 OES,https://thunderskill.com/en/vehicle/uk_challenger_2_megatron_sm,Ground forces,2,other,other,BRITAIN,R,7,435,51.075483870967744,62.27580645161291,◍Challenger 2 OES uk_challenger_2_megatron_sm other,,2026-08-28T10:00:07.406566+00:00
2026-08-28,2638,sw_ikv_91,Ikv 91,https://thunderskill.com/en/vehicle/sw_ikv_91,Ground forces,2,Light Tank,light_tank,SWEDEN,R,5,433,43.880645161290325,56.000322580645154,Ikv 91 sw_ikv_91 Light Tank,https://thunderskill.com/vehimgs/sw_ikv_91.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1920,jp_type_87,Type 87,https://thunderskill.com/en/vehicle/jp_type_87,Ground forces,2,SPAA,spaa,JAPAN,R,6,433,46.102258064516136,47.04290322580645,Type 87 jp_type_87 SPAA,https://thunderskill.com/vehimgs/jp_type_87.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3095,sw_t_80u,T 80 U,https://thunderskill.com/en/vehicle/sw_t_80u,Ground forces,2,Medium Tank,medium_tank,SWEDEN,R,8,432,49.62806451612904,59.155806451612904,T 80 U sw_t_80u Medium Tank,https://thunderskill.com/vehimgs/sw_t_80u.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1601,germ_panzerjager_tiger,Jagdtiger,https://thunderskill.com/en/vehicle/germ_panzerjager_tiger,Ground forces,2,Tank Destroyer,tank_destroyer,GERMANY,R,4,426,35.333548387096776,60.10032258064516,Jagdtiger germ_panzerjager_tiger Tank Destroyer,https://thunderskill.com/vehimgs/germ_panzerjager_tiger.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2892,fr_panhard_ebr_1951,E.B.R. (1951),https://thunderskill.com/en/vehicle/fr_panhard_ebr_1951,Ground forces,2,Light Tank,light_tank,FRANCE,R,3,425,75.52322580645162,58.851935483870975,E.B.R. (1951) fr_panhard_ebr_1951 Light Tank,https://thunderskill.com/vehimgs/fr_panhard_ebr_1951.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1826,us_m60a1,M60A1 (AOS),https://thunderskill.com/en/vehicle/us_m60a1,Ground forces,2,Medium Tank,medium_tank,USA,R,6,425,55.87903225806452,55.66967741935484,M60A1 (AOS) us_m60a1 Medium Tank,https://thunderskill.com/vehimgs/us_m60a1.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3455,jp_m44,M44,https://thunderskill.com/en/vehicle/jp_m44,Ground forces,2,Tank Destroyer,tank_destroyer,JAPAN,R,3,418,57.14387096774195,51.197419354838715,M44 jp_m44 Tank Destroyer,,2026-08-28T10:00:07.406566+00:00
2026-08-28,1247,us_m42_duster,M42,https://thunderskill.com/en/vehicle/us_m42_duster,Ground forces,2,SPAA,spaa,USA,R,3,417,51.203548387096774,46.34225806451612,M42 us_m42_duster SPAA,https://thunderskill.com/vehimgs/us_m42_duster.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1434,germ_panzerjager_tiger_P_ferdinand,Ferdinand,https://thunderskill.com/en/vehicle/germ_panzerjager_tiger_P_ferdinand,Ground forces,2,Tank Destroyer,tank_destroyer,GERMANY,R,4,410,39.91032258064516,65.62225806451612,Ferdinand germ_panzerjager_tiger_P_ferdinand Tank Destroyer,https://thunderskill.com/vehimgs/germ_panzerjager_tiger_p_ferdinand.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2092,fr_amx_50_surbaisse,AMX-50 Surbaissé,https://thunderskill.com/en/vehicle/fr_amx_50_surbaisse,Ground forces,2,Heavy Tank,heavy_tank,FRANCE,R,5,409,71.51774193548388,71.63870967741934,AMX-50 Surbaissé fr_amx_50_surbaisse Heavy Tank,https://thunderskill.com/vehimgs/fr_amx_50_surbaisse.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2171,germ_mkpz_m48a2ga2,M48A2 G A2,https://thunderskill.com/en/vehicle/germ_mkpz_m48a2ga2,Ground forces,2,Medium Tank,medium_tank,GERMANY,R,6,408,36.43129032258066,60.606451612903214,M48A2 G A2 germ_mkpz_m48a2ga2 Medium Tank,https://thunderskill.com/vehimgs/germ_mkpz_m48a2ga2.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1241,us_m47_patton_II,M47,https://thunderskill.com/en/vehicle/us_m47_patton_II,Ground forces,2,Medium Tank,medium_tank,USA,R,5,404,57.431612903225805,60.89451612903225,M47 us_m47_patton_II Medium Tank,https://thunderskill.com/vehimgs/us_m47_patton_ii.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2876,us_m1a1_hc_abrams,M1A1 HC,https://thunderskill.com/en/vehicle/us_m1a1_hc_abrams,Ground forces,2,Medium Tank,medium_tank,USA,R,7,403,61.91161290322582,73.73193548387097,M1A1 HC us_m1a1_hc_abrams Medium Tank,https://thunderskill.com/vehimgs/us_m1a1_hc_abrams.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2881,jp_type_74_c,Type 74 (C),https://thunderskill.com/en/vehicle/jp_type_74_c,Ground forces,2,Medium Tank,medium_tank,JAPAN,R,5,403,60.96741935483871,66.09290322580645,Type 74 (C) jp_type_74_c Medium Tank,https://thunderskill.com/vehimgs/jp_type_74_c.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3065,jp_type_16_mcv_prot,Type 16 (P),https://thunderskill.com/en/vehicle/jp_type_16_mcv_prot,Ground forces,2,Light Tank,light_tank,JAPAN,R,6,403,49.135806451612886,60.0032258064516,Type 16 (P) jp_type_16_mcv_prot Light Tank,https://thunderskill.com/vehimgs/jp_type_16_mcv_prot.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1599,us_m4a1_76w_sherman,M4A1 (76) W,https://thunderskill.com/en/vehicle/us_m4a1_76w_sherman,Ground forces,2,Medium Tank,medium_tank,USA,R,3,402,53.698333333333345,68.78548387096774,M4A1 (76) W us_m4a1_76w_sherman Medium Tank,https://thunderskill.com/vehimgs/us_m4a1_76w_sherman.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1895,jp_st_a1,ST-A1,https://thunderskill.com/en/vehicle/jp_st_a1,Ground forces,2,Medium Tank,medium_tank,JAPAN,R,4,402,71.00290322580646,62.595161290322565,ST-A1 jp_st_a1 Medium Tank,https://thunderskill.com/vehimgs/jp_st_a1.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2533,cn_ztz_96,ZTZ96,https://thunderskill.com/en/vehicle/cn_ztz_96,Ground forces,2,Medium Tank,medium_tank,CHINA,R,6,401,62.77612903225808,75.96903225806452,ZTZ96 cn_ztz_96 Medium Tank,https://thunderskill.com/vehimgs/cn_ztz_96.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2091,fr_lorraine_40t,Lorraine 40t,https://thunderskill.com/en/vehicle/fr_lorraine_40t,Ground forces,2,Medium Tank,medium_tank,FRANCE,R,5,398,69.69354838709677,71.52903225806452,Lorraine 40t fr_lorraine_40t Medium Tank,https://thunderskill.com/vehimgs/fr_lorraine_40t.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1719,ussr_t_34_1941_57,T-34-57,https://thunderskill.com/en/vehicle/ussr_t_34_1941_57,Ground forces,2,Medium Tank,medium_tank,USSR,R,3,396,39.81548387096774,59.3316129032258,T-34-57 ussr_t_34_1941_57 Medium Tank,https://thunderskill.com/vehimgs/ussr_t_34_1941_57.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1421,germ_pzkpfw_IV_ausf_H,Pz.IV H,https://thunderskill.com/en/vehicle/germ_pzkpfw_IV_ausf_H,Ground forces,2,Medium Tank,medium_tank,GERMANY,R,2,395,35.24870967741936,59.87645161290322,Pz.IV H germ_pzkpfw_IV_ausf_H Medium Tank,https://thunderskill.com/vehimgs/germ_pzkpfw_iv_ausf_h.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2963,cn_ztz_96a_prot,ZTZ96A (P),https://thunderskill.com/en/vehicle/cn_ztz_96a_prot,Ground forces,2,Medium Tank,medium_tank,CHINA,R,7,393,59.01064516129034,68.80612903225804,ZTZ96A (P) cn_ztz_96a_prot Medium Tank,https://thunderskill.com/vehimgs/cn_ztz_96a_prot.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1488,germ_flakpanzer_IV_Wirbelwind,Wirbelwind,https://thunderskill.com/en/vehicle/germ_flakpanzer_IV_Wirbelwind,Ground forces,2,SPAA,spaa,GERMANY,R,3,393,33.5241935483871,55.09903225806451,Wirbelwind germ_flakpanzer_IV_Wirbelwind SPAA,https://thunderskill.com/vehimgs/germ_flakpanzer_iv_wirbelwind.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1717,us_m18_super_hellcat,Super Hellcat,https://thunderskill.com/en/vehicle/us_m18_super_hellcat,Ground forces,2,Light Tank,light_tank,USA,R,4,392,66.64612903225809,70.6483870967742,Super Hellcat us_m18_super_hellcat Light Tank,https://thunderskill.com/vehimgs/us_m18_super_hellcat.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2459,ussr_object_685,Object 685,https://thunderskill.com/en/vehicle/ussr_object_685,Ground forces,2,Light Tank,light_tank,USSR,R,6,390,52.06193548387096,60.86193548387095,Object 685 ussr_object_685 Light Tank,https://thunderskill.com/vehimgs/ussr_object_685.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3561,sw_cv_90105,CV 90105 TML,https://thunderskill.com/en/vehicle/sw_cv_90105,Ground forces,2,other,other,SWEDEN,R,6,388,49.678064516129034,60.66096774193549,CV 90105 TML sw_cv_90105 other,,2026-08-28T10:00:07.406566+00:00
2026-08-28,2972,germ_schutzenpanzer_puma,PUMA,https://thunderskill.com/en/vehicle/germ_schutzenpanzer_puma,Ground forces,2,Light Tank,light_tank,GERMANY,R,7,388,43.204193548387096,47.06451612903226,PUMA germ_schutzenpanzer_puma Light Tank,https://thunderskill.com/vehimgs/germ_schutzenpanzer_puma.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1427,us_m4a2_sherman,M4A2,https://thunderskill.com/en/vehicle/us_m4a2_sherman,Ground forces,2,Medium Tank,medium_tank,USA,R,2,387,58.72129032258065,79.41096774193548,M4A2 us_m4a2_sherman Medium Tank,https://thunderskill.com/vehimgs/us_m4a2_sherman.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2458,jp_type_75,Type 75 SPH,https://thunderskill.com/en/vehicle/jp_type_75,Ground forces,2,Tank Destroyer,tank_destroyer,JAPAN,R,4,387,61.090967741935486,63.93806451612903,Type 75 SPH jp_type_75 Tank Destroyer,https://thunderskill.com/vehimgs/jp_type_75.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1658,ussr_t_54_1949,T-54 (1949),https://thunderskill.com/en/vehicle/ussr_t_54_1949,Ground forces,2,Medium Tank,medium_tank,USSR,R,5,386,51.77483870967743,54.417419354838714,T-54 (1949) ussr_t_54_1949 Medium Tank,https://thunderskill.com/vehimgs/ussr_t_54_1949.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1536,uk_sherman_vc_firefly,Sherman Firefly,https://thunderskill.com/en/vehicle/uk_sherman_vc_firefly,Ground forces,2,Medium Tank,medium_tank,BRITAIN,R,3,384,57.690645161290334,58.83161290322579,Sherman Firefly uk_sherman_vc_firefly Medium Tank,https://thunderskill.com/vehimgs/uk_sherman_vc_firefly.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2626,sw_strf_90c,Strf 9040C,https://thunderskill.com/en/vehicle/sw_strf_90c,Ground forces,2,Light Tank,light_tank,SWEDEN,R,7,383,53.53741935483871,63.368064516129024,Strf 9040C sw_strf_90c Light Tank,https://thunderskill.com/vehimgs/sw_strf_90c.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2837,uk_concept3_ngac,Concept 3,https://thunderskill.com/en/vehicle/uk_concept3_ngac,Ground forces,2,Light Tank,light_tank,BRITAIN,R,3,382,55.12483870967743,42.28645161290322,Concept 3 uk_concept3_ngac Light Tank,https://thunderskill.com/vehimgs/uk_concept3_ngac.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3182,uk_challenger_2e,Challenger 2E,https://thunderskill.com/en/vehicle/uk_challenger_2e,Ground forces,2,Medium Tank,medium_tank,BRITAIN,R,8,381,59.571612903225805,60.37387096774193,Challenger 2E uk_challenger_2e Medium Tank,https://thunderskill.com/vehimgs/uk_challenger_2e.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2635,fr_amx_32,AMX-32,https://thunderskill.com/en/vehicle/fr_amx_32,Ground forces,2,Medium Tank,medium_tank,FRANCE,R,6,379,52.75451612903224,84.35838709677418,AMX-32 fr_amx_32 Medium Tank,https://thunderskill.com/vehimgs/fr_amx_32.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3520,sw_m24_chaffee_dk,M24DK,https://thunderskill.com/en/vehicle/sw_m24_chaffee_dk,Ground forces,2,Light Tank,light_tank,SWEDEN,R,3,378,54.167096774193546,51.33870967741935,M24DK sw_m24_chaffee_dk Light Tank,,2026-08-28T10:00:07.406566+00:00
2026-08-28,1388,germ_panther_II,Panther II,https://thunderskill.com/en/vehicle/germ_panther_II,Ground forces,2,Medium Tank,medium_tank,GERMANY,R,4,374,64.73580645161293,80.55548387096772,Panther II germ_panther_II Medium Tank,https://thunderskill.com/vehimgs/germ_panther_ii.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2810,uk_ratel_zt3,ZT3A2,https://thunderskill.com/en/vehicle/uk_ratel_zt3,Ground forces,2,Missile Tank,tank_destroyer,BRITAIN,R,6,369,66.15064516129033,89.46258064516132,ZT3A2 uk_ratel_zt3 Missile Tank,https://thunderskill.com/vehimgs/uk_ratel_zt3.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,2371,jp_type_74_mod_g_kai,Type 74 (G),https://thunderskill.com/en/vehicle/jp_type_74_mod_g_kai,Ground forces,2,Medium Tank,medium_tank,JAPAN,R,6,369,57.102903225806436,70.38774193548387,Type 74 (G) jp_type_74_mod_g_kai Medium Tank,https://thunderskill.com/vehimgs/jp_type_74_mod_g_kai.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,1875,jp_type_74,Type 74 (E),https://thunderskill.com/en/vehicle/jp_type_74,Ground forces,2,Medium Tank,medium_tank,JAPAN,R,6,367,56.96580645161289,59.48129032258066,Type 74 (E) jp_type_74 Medium Tank,https://thunderskill.com/vehimgs/jp_type_74.png,2026-08-28T10:00:07.406566+00:00
2026-08-28,3631,us_nasams_fcs,NASAMS 3 (СОЦ),https://thunderskill.com/en/vehicle/us_nasams_fcs,Ground forces,2,other,other,USA,R,8,363,68.10225806451614,55.88741935483871,NASAMS 3 (СОЦ) us_nasams_fcs other,,2026-08-28T10:00:07.406566+00:00
2026-08-28,3635,uk_ajax,Ajax,https://thunderskill.com/en/vehicle/uk_ajax,Ground forces,2,other,other,BRITAIN,R,7,360,48.87838709677418,56.50709677419353,Ajax uk_ajax other,,2026-08-28T10:00:07.406566+00:00
2026-08-28,2382,it_c1_ariete_preserie,Ariete (P),https://thunderskill.com/en/vehicle/it_c1_ariete_preserie,Ground forces,2,Medium Tank,medium_tank,ITALY,R,7,359,56.91258064516131,75.66806451612902,Ariete (P) it_c1_ariete_preserie Medium Tank,https://thunderskill.com/vehimgs/it_c1_ariete_preserie.png,2026-08-28T10:00:07.406566+00:00
